id,department,role_family,capability_level,max_risk
"compliance-and-governance-operations-reliability-department-lead","Compliance & Governance","operations-reliability","L4","R3"
"compliance-and-governance-operations-reliability-executive-coordinator","Compliance & Governance","operations-reliability","L5","R3"
"compliance-and-governance-verification-governance-utility-worker","Compliance & Governance","verification-governance","L0","R1"
"compliance-and-governance-verification-governance-specialist","Compliance & Governance","verification-governance","L1","R1"
"compliance-and-governance-verification-governance-senior-specialist","Compliance & Governance","verification-governance","L2","R2"
"compliance-and-governance-verification-governance-team-lead","Compliance & Governance","verification-governance","L3","R2"
"compliance-and-governance-verification-governance-department-lead","Compliance & Governance","verification-governance","L4","R3"
"compliance-and-governance-verification-governance-executive-coordinator","Compliance & Governance","verification-governance","L5","R3"
"compliance-and-governance-knowledge-coordination-utility-worker","Compliance & Governance","knowledge-coordination","L0","R1"
"compliance-and-governance-knowledge-coordination-specialist","Compliance & Governance","knowledge-coordination","L1","R1"
"compliance-and-governance-knowledge-coordination-senior-specialist","Compliance & Governance","knowledge-coordination","L2","R2"
"compliance-and-governance-knowledge-coordination-team-lead","Compliance & Governance","knowledge-coordination","L3","R2"
"compliance-and-governance-knowledge-coordination-department-lead","Compliance & Governance","knowledge-coordination","L4","R3"
"compliance-and-governance-knowledge-coordination-executive-coordinator","Compliance & Governance","knowledge-coordination","L5","R3"
"risk-management-strategy-planning-utility-worker","Risk Management","strategy-planning","L0","R1"
"risk-management-strategy-planning-specialist","Risk Management","strategy-planning","L1","R1"
"risk-management-strategy-planning-senior-specialist","Risk Management","strategy-planning","L2","R2"
"risk-management-strategy-planning-team-lead","Risk Management","strategy-planning","L3","R2"
"risk-management-strategy-planning-department-lead","Risk Management","strategy-planning","L4","R3"
"risk-management-strategy-planning-executive-coordinator","Risk Management","strategy-planning","L5","R3"
"risk-management-analysis-research-utility-worker","Risk Management","analysis-research","L0","R1"
"risk-management-analysis-research-specialist","Risk Management","analysis-research","L1","R1"
"risk-management-analysis-research-senior-specialist","Risk Management","analysis-research","L2","R2"
"risk-management-analysis-research-team-lead","Risk Management","analysis-research","L3","R2"
"risk-management-analysis-research-department-lead","Risk Management","analysis-research","L4","R3"
"risk-management-analysis-research-executive-coordinator","Risk Management","analysis-research","L5","R3"
"risk-management-implementation-delivery-utility-worker","Risk Management","implementation-delivery","L0","R1"
"risk-management-implementation-delivery-specialist","Risk Management","implementation-delivery","L1","R1"
"risk-management-implementation-delivery-senior-specialist","Risk Management","implementation-delivery","L2","R2"
"risk-management-implementation-delivery-team-lead","Risk Management","implementation-delivery","L3","R2"
"risk-management-implementation-delivery-department-lead","Risk Management","implementation-delivery","L4","R3"
"risk-management-implementation-delivery-executive-coordinator","Risk Management","implementation-delivery","L5","R3"
"risk-management-operations-reliability-utility-worker","Risk Management","operations-reliability","L0","R1"
"risk-management-operations-reliability-specialist","Risk Management","operations-reliability","L1","R1"
"risk-management-operations-reliability-senior-specialist","Risk Management","operations-reliability","L2","R2"
"risk-management-operations-reliability-team-lead","Risk Management","operations-reliability","L3","R2"
"risk-management-operations-reliability-department-lead","Risk Management","operations-reliability","L4","R3"
"risk-management-operations-reliability-executive-coordinator","Risk Management","operations-reliability","L5","R3"
"risk-management-verification-governance-utility-worker","Risk Management","verification-governance","L0","R1"
"risk-management-verification-governance-specialist","Risk Management","verification-governance","L1","R1"
"risk-management-verification-governance-senior-specialist","Risk Management","verification-governance","L2","R2"
"risk-management-verification-governance-team-lead","Risk Management","verification-governance","L3","R2"
"risk-management-verification-governance-department-lead","Risk Management","verification-governance","L4","R3"
"risk-management-verification-governance-executive-coordinator","Risk Management","verification-governance","L5","R3"
"risk-management-knowledge-coordination-utility-worker","Risk Management","knowledge-coordination","L0","R1"
"risk-management-knowledge-coordination-specialist","Risk Management","knowledge-coordination","L1","R1"
"risk-management-knowledge-coordination-senior-specialist","Risk Management","knowledge-coordination","L2","R2"
"risk-management-knowledge-coordination-team-lead","Risk Management","knowledge-coordination","L3","R2"
"risk-management-knowledge-coordination-department-lead","Risk Management","knowledge-coordination","L4","R3"
"risk-management-knowledge-coordination-executive-coordinator","Risk Management","knowledge-coordination","L5","R3"
"procurement-and-vendor-management-strategy-planning-utility-worker","Procurement & Vendor Management","strategy-planning","L0","R1"
"procurement-and-vendor-management-strategy-planning-specialist","Procurement & Vendor Management","strategy-planning","L1","R1"
"procurement-and-vendor-management-strategy-planning-senior-specialist","Procurement & Vendor Management","strategy-planning","L2","R2"
"procurement-and-vendor-management-strategy-planning-team-lead","Procurement & Vendor Management","strategy-planning","L3","R2"
"procurement-and-vendor-management-strategy-planning-department-lead","Procurement & Vendor Management","strategy-planning","L4","R3"
"procurement-and-vendor-management-strategy-planning-executive-coordinator","Procurement & Vendor Management","strategy-planning","L5","R3"
"procurement-and-vendor-management-analysis-research-utility-worker","Procurement & Vendor Management","analysis-research","L0","R1"
"procurement-and-vendor-management-analysis-research-specialist","Procurement & Vendor Management","analysis-research","L1","R1"
"procurement-and-vendor-management-analysis-research-senior-specialist","Procurement & Vendor Management","analysis-research","L2","R2"
"procurement-and-vendor-management-analysis-research-team-lead","Procurement & Vendor Management","analysis-research","L3","R2"
"procurement-and-vendor-management-analysis-research-department-lead","Procurement & Vendor Management","analysis-research","L4","R3"
"procurement-and-vendor-management-analysis-research-executive-coordinator","Procurement & Vendor Management","analysis-research","L5","R3"
"procurement-and-vendor-management-implementation-delivery-utility-worker","Procurement & Vendor Management","implementation-delivery","L0","R1"
"procurement-and-vendor-management-implementation-delivery-specialist","Procurement & Vendor Management","implementation-delivery","L1","R1"
"procurement-and-vendor-management-implementation-delivery-senior-specialist","Procurement & Vendor Management","implementation-delivery","L2","R2"
"procurement-and-vendor-management-implementation-delivery-team-lead","Procurement & Vendor Management","implementation-delivery","L3","R2"
"procurement-and-vendor-management-implementation-delivery-department-lead","Procurement & Vendor Management","implementation-delivery","L4","R3"
"procurement-and-vendor-management-implementation-delivery-executive-coordinator","Procurement & Vendor Management","implementation-delivery","L5","R3"
"procurement-and-vendor-management-operations-reliability-utility-worker","Procurement & Vendor Management","operations-reliability","L0","R1"
"procurement-and-vendor-management-operations-reliability-specialist","Procurement & Vendor Management","operations-reliability","L1","R1"
"procurement-and-vendor-management-operations-reliability-senior-specialist","Procurement & Vendor Management","operations-reliability","L2","R2"
"procurement-and-vendor-management-operations-reliability-team-lead","Procurement & Vendor Management","operations-reliability","L3","R2"
"procurement-and-vendor-management-operations-reliability-department-lead","Procurement & Vendor Management","operations-reliability","L4","R3"
"procurement-and-vendor-management-operations-reliability-executive-coordinator","Procurement & Vendor Management","operations-reliability","L5","R3"
"procurement-and-vendor-management-verification-governance-utility-worker","Procurement & Vendor Management","verification-governance","L0","R1"
"procurement-and-vendor-management-verification-governance-specialist","Procurement & Vendor Management","verification-governance","L1","R1"
"procurement-and-vendor-management-verification-governance-senior-specialist","Procurement & Vendor Management","verification-governance","L2","R2"
"procurement-and-vendor-management-verification-governance-team-lead","Procurement & Vendor Management","verification-governance","L3","R2"
"procurement-and-vendor-management-verification-governance-department-lead","Procurement & Vendor Management","verification-governance","L4","R3"
"procurement-and-vendor-management-verification-governance-executive-coordinator","Procurement & Vendor Management","verification-governance","L5","R3"
"procurement-and-vendor-management-knowledge-coordination-utility-worker","Procurement & Vendor Management","knowledge-coordination","L0","R1"
"procurement-and-vendor-management-knowledge-coordination-specialist","Procurement & Vendor Management","knowledge-coordination","L1","R1"
"procurement-and-vendor-management-knowledge-coordination-senior-specialist","Procurement & Vendor Management","knowledge-coordination","L2","R2"
"procurement-and-vendor-management-knowledge-coordination-team-lead","Procurement & Vendor Management","knowledge-coordination","L3","R2"
"procurement-and-vendor-management-knowledge-coordination-department-lead","Procurement & Vendor Management","knowledge-coordination","L4","R3"
"procurement-and-vendor-management-knowledge-coordination-executive-coordinator","Procurement & Vendor Management","knowledge-coordination","L5","R3"
"corporate-development-strategy-planning-utility-worker","Corporate Development","strategy-planning","L0","R1"
"corporate-development-strategy-planning-specialist","Corporate Development","strategy-planning","L1","R1"
"corporate-development-strategy-planning-senior-specialist","Corporate Development","strategy-planning","L2","R2"
"corporate-development-strategy-planning-team-lead","Corporate Development","strategy-planning","L3","R2"
"corporate-development-strategy-planning-department-lead","Corporate Development","strategy-planning","L4","R3"
"corporate-development-strategy-planning-executive-coordinator","Corporate Development","strategy-planning","L5","R3"
"corporate-development-analysis-research-utility-worker","Corporate Development","analysis-research","L0","R1"
"corporate-development-analysis-research-specialist","Corporate Development","analysis-research","L1","R1"
"corporate-development-analysis-research-senior-specialist","Corporate Development","analysis-research","L2","R2"
"corporate-development-analysis-research-team-lead","Corporate Development","analysis-research","L3","R2"
"corporate-development-analysis-research-department-lead","Corporate Development","analysis-research","L4","R3"
"corporate-development-analysis-research-executive-coordinator","Corporate Development","analysis-research","L5","R3"
"corporate-development-implementation-delivery-utility-worker","Corporate Development","implementation-delivery","L0","R1"
"corporate-development-implementation-delivery-specialist","Corporate Development","implementation-delivery","L1","R1"
"corporate-development-implementation-delivery-senior-specialist","Corporate Development","implementation-delivery","L2","R2"
"corporate-development-implementation-delivery-team-lead","Corporate Development","implementation-delivery","L3","R2"
"corporate-development-implementation-delivery-department-lead","Corporate Development","implementation-delivery","L4","R3"
"corporate-development-implementation-delivery-executive-coordinator","Corporate Development","implementation-delivery","L5","R3"
"corporate-development-operations-reliability-utility-worker","Corporate Development","operations-reliability","L0","R1"
"corporate-development-operations-reliability-specialist","Corporate Development","operations-reliability","L1","R1"
"corporate-development-operations-reliability-senior-specialist","Corporate Development","operations-reliability","L2","R2"
"corporate-development-operations-reliability-team-lead","Corporate Development","operations-reliability","L3","R2"
"corporate-development-operations-reliability-department-lead","Corporate Development","operations-reliability","L4","R3"
"corporate-development-operations-reliability-executive-coordinator","Corporate Development","operations-reliability","L5","R3"
"corporate-development-verification-governance-utility-worker","Corporate Development","verification-governance","L0","R1"
"corporate-development-verification-governance-specialist","Corporate Development","verification-governance","L1","R1"
"corporate-development-verification-governance-senior-specialist","Corporate Development","verification-governance","L2","R2"
"corporate-development-verification-governance-team-lead","Corporate Development","verification-governance","L3","R2"
"corporate-development-verification-governance-department-lead","Corporate Development","verification-governance","L4","R3"
"corporate-development-verification-governance-executive-coordinator","Corporate Development","verification-governance","L5","R3"
"corporate-development-knowledge-coordination-utility-worker","Corporate Development","knowledge-coordination","L0","R1"
"corporate-development-knowledge-coordination-specialist","Corporate Development","knowledge-coordination","L1","R1"
"corporate-development-knowledge-coordination-senior-specialist","Corporate Development","knowledge-coordination","L2","R2"
"corporate-development-knowledge-coordination-team-lead","Corporate Development","knowledge-coordination","L3","R2"
"corporate-development-knowledge-coordination-department-lead","Corporate Development","knowledge-coordination","L4","R3"
"corporate-development-knowledge-coordination-executive-coordinator","Corporate Development","knowledge-coordination","L5","R3"
"communications-and-public-relations-strategy-planning-utility-worker","Communications & Public Relations","strategy-planning","L0","R1"
"communications-and-public-relations-strategy-planning-specialist","Communications & Public Relations","strategy-planning","L1","R1"
"communications-and-public-relations-strategy-planning-senior-specialist","Communications & Public Relations","strategy-planning","L2","R2"
"communications-and-public-relations-strategy-planning-team-lead","Communications & Public Relations","strategy-planning","L3","R2"
"communications-and-public-relations-strategy-planning-department-lead","Communications & Public Relations","strategy-planning","L4","R3"
"communications-and-public-relations-strategy-planning-executive-coordinator","Communications & Public Relations","strategy-planning","L5","R3"
"communications-and-public-relations-analysis-research-utility-worker","Communications & Public Relations","analysis-research","L0","R1"
"communications-and-public-relations-analysis-research-specialist","Communications & Public Relations","analysis-research","L1","R1"
"communications-and-public-relations-analysis-research-senior-specialist","Communications & Public Relations","analysis-research","L2","R2"
"communications-and-public-relations-analysis-research-team-lead","Communications & Public Relations","analysis-research","L3","R2"
"communications-and-public-relations-analysis-research-department-lead","Communications & Public Relations","analysis-research","L4","R3"
"communications-and-public-relations-analysis-research-executive-coordinator","Communications & Public Relations","analysis-research","L5","R3"
"communications-and-public-relations-implementation-delivery-utility-worker","Communications & Public Relations","implementation-delivery","L0","R1"
"communications-and-public-relations-implementation-delivery-specialist","Communications & Public Relations","implementation-delivery","L1","R1"
"communications-and-public-relations-implementation-delivery-senior-specialist","Communications & Public Relations","implementation-delivery","L2","R2"
"communications-and-public-relations-implementation-delivery-team-lead","Communications & Public Relations","implementation-delivery","L3","R2"
"communications-and-public-relations-implementation-delivery-department-lead","Communications & Public Relations","implementation-delivery","L4","R3"
"communications-and-public-relations-implementation-delivery-executive-coordinator","Communications & Public Relations","implementation-delivery","L5","R3"
"communications-and-public-relations-operations-reliability-utility-worker","Communications & Public Relations","operations-reliability","L0","R1"
"communications-and-public-relations-operations-reliability-specialist","Communications & Public Relations","operations-reliability","L1","R1"
"communications-and-public-relations-operations-reliability-senior-specialist","Communications & Public Relations","operations-reliability","L2","R2"
"communications-and-public-relations-operations-reliability-team-lead","Communications & Public Relations","operations-reliability","L3","R2"
"communications-and-public-relations-operations-reliability-department-lead","Communications & Public Relations","operations-reliability","L4","R3"
"communications-and-public-relations-operations-reliability-executive-coordinator","Communications & Public Relations","operations-reliability","L5","R3"
"communications-and-public-relations-verification-governance-utility-worker","Communications & Public Relations","verification-governance","L0","R1"
"communications-and-public-relations-verification-governance-specialist","Communications & Public Relations","verification-governance","L1","R1"
"communications-and-public-relations-verification-governance-senior-specialist","Communications & Public Relations","verification-governance","L2","R2"
"communications-and-public-relations-verification-governance-team-lead","Communications & Public Relations","verification-governance","L3","R2"
"communications-and-public-relations-verification-governance-department-lead","Communications & Public Relations","verification-governance","L4","R3"
"communications-and-public-relations-verification-governance-executive-coordinator","Communications & Public Relations","verification-governance","L5","R3"
"communications-and-public-relations-knowledge-coordination-utility-worker","Communications & Public Relations","knowledge-coordination","L0","R1"
"communications-and-public-relations-knowledge-coordination-specialist","Communications & Public Relations","knowledge-coordination","L1","R1"
"communications-and-public-relations-knowledge-coordination-senior-specialist","Communications & Public Relations","knowledge-coordination","L2","R2"
"communications-and-public-relations-knowledge-coordination-team-lead","Communications & Public Relations","knowledge-coordination","L3","R2"
"communications-and-public-relations-knowledge-coordination-department-lead","Communications & Public Relations","knowledge-coordination","L4","R3"
"communications-and-public-relations-knowledge-coordination-executive-coordinator","Communications & Public Relations","knowledge-coordination","L5","R3"
"program-and-project-management-strategy-planning-utility-worker","Program & Project Management","strategy-planning","L0","R1"
"program-and-project-management-strategy-planning-specialist","Program & Project Management","strategy-planning","L1","R1"
"program-and-project-management-strategy-planning-senior-specialist","Program & Project Management","strategy-planning","L2","R2"
"program-and-project-management-strategy-planning-team-lead","Program & Project Management","strategy-planning","L3","R2"
"program-and-project-management-strategy-planning-department-lead","Program & Project Management","strategy-planning","L4","R3"
"program-and-project-management-strategy-planning-executive-coordinator","Program & Project Management","strategy-planning","L5","R3"
"program-and-project-management-analysis-research-utility-worker","Program & Project Management","analysis-research","L0","R1"
"program-and-project-management-analysis-research-specialist","Program & Project Management","analysis-research","L1","R1"
"program-and-project-management-analysis-research-senior-specialist","Program & Project Management","analysis-research","L2","R2"
"program-and-project-management-analysis-research-team-lead","Program & Project Management","analysis-research","L3","R2"
"program-and-project-management-analysis-research-department-lead","Program & Project Management","analysis-research","L4","R3"
"program-and-project-management-analysis-research-executive-coordinator","Program & Project Management","analysis-research","L5","R3"
"program-and-project-management-implementation-delivery-utility-worker","Program & Project Management","implementation-delivery","L0","R1"
"program-and-project-management-implementation-delivery-specialist","Program & Project Management","implementation-delivery","L1","R1"
"program-and-project-management-implementation-delivery-senior-specialist","Program & Project Management","implementation-delivery","L2","R2"
"program-and-project-management-implementation-delivery-team-lead","Program & Project Management","implementation-delivery","L3","R2"
"program-and-project-management-implementation-delivery-department-lead","Program & Project Management","implementation-delivery","L4","R3"
"program-and-project-management-implementation-delivery-executive-coordinator","Program & Project Management","implementation-delivery","L5","R3"
"program-and-project-management-operations-reliability-utility-worker","Program & Project Management","operations-reliability","L0","R1"
"program-and-project-management-operations-reliability-specialist","Program & Project Management","operations-reliability","L1","R1"
"program-and-project-management-operations-reliability-senior-specialist","Program & Project Management","operations-reliability","L2","R2"
"program-and-project-management-operations-reliability-team-lead","Program & Project Management","operations-reliability","L3","R2"
"program-and-project-management-operations-reliability-department-lead","Program & Project Management","operations-reliability","L4","R3"
"program-and-project-management-operations-reliability-executive-coordinator","Program & Project Management","operations-reliability","L5","R3"
"program-and-project-management-verification-governance-utility-worker","Program & Project Management","verification-governance","L0","R1"
"program-and-project-management-verification-governance-specialist","Program & Project Management","verification-governance","L1","R1"
"program-and-project-management-verification-governance-senior-specialist","Program & Project Management","verification-governance","L2","R2"
"program-and-project-management-verification-governance-team-lead","Program & Project Management","verification-governance","L3","R2"
"program-and-project-management-verification-governance-department-lead","Program & Project Management","verification-governance","L4","R3"
"program-and-project-management-verification-governance-executive-coordinator","Program & Project Management","verification-governance","L5","R3"
"program-and-project-management-knowledge-coordination-utility-worker","Program & Project Management","knowledge-coordination","L0","R1"
"program-and-project-management-knowledge-coordination-specialist","Program & Project Management","knowledge-coordination","L1","R1"
"program-and-project-management-knowledge-coordination-senior-specialist","Program & Project Management","knowledge-coordination","L2","R2"
"program-and-project-management-knowledge-coordination-team-lead","Program & Project Management","knowledge-coordination","L3","R2"
"program-and-project-management-knowledge-coordination-department-lead","Program & Project Management","knowledge-coordination","L4","R3"
"program-and-project-management-knowledge-coordination-executive-coordinator","Program & Project Management","knowledge-coordination","L5","R3"
"facilities-and-workplace-strategy-planning-utility-worker","Facilities & Workplace","strategy-planning","L0","R1"
"facilities-and-workplace-strategy-planning-specialist","Facilities & Workplace","strategy-planning","L1","R1"
"facilities-and-workplace-strategy-planning-senior-specialist","Facilities & Workplace","strategy-planning","L2","R2"
"facilities-and-workplace-strategy-planning-team-lead","Facilities & Workplace","strategy-planning","L3","R2"
"facilities-and-workplace-strategy-planning-department-lead","Facilities & Workplace","strategy-planning","L4","R3"
"facilities-and-workplace-strategy-planning-executive-coordinator","Facilities & Workplace","strategy-planning","L5","R3"
"facilities-and-workplace-analysis-research-utility-worker","Facilities & Workplace","analysis-research","L0","R1"
"facilities-and-workplace-analysis-research-specialist","Facilities & Workplace","analysis-research","L1","R1"
"facilities-and-workplace-analysis-research-senior-specialist","Facilities & Workplace","analysis-research","L2","R2"
"facilities-and-workplace-analysis-research-team-lead","Facilities & Workplace","analysis-research","L3","R2"
"facilities-and-workplace-analysis-research-department-lead","Facilities & Workplace","analysis-research","L4","R3"
"facilities-and-workplace-analysis-research-executive-coordinator","Facilities & Workplace","analysis-research","L5","R3"
"facilities-and-workplace-implementation-delivery-utility-worker","Facilities & Workplace","implementation-delivery","L0","R1"
"facilities-and-workplace-implementation-delivery-specialist","Facilities & Workplace","implementation-delivery","L1","R1"
"facilities-and-workplace-implementation-delivery-senior-specialist","Facilities & Workplace","implementation-delivery","L2","R2"
"facilities-and-workplace-implementation-delivery-team-lead","Facilities & Workplace","implementation-delivery","L3","R2"
"facilities-and-workplace-implementation-delivery-department-lead","Facilities & Workplace","implementation-delivery","L4","R3"
"facilities-and-workplace-implementation-delivery-executive-coordinator","Facilities & Workplace","implementation-delivery","L5","R3"
"facilities-and-workplace-operations-reliability-utility-worker","Facilities & Workplace","operations-reliability","L0","R1"
"facilities-and-workplace-operations-reliability-specialist","Facilities & Workplace","operations-reliability","L1","R1"
"facilities-and-workplace-operations-reliability-senior-specialist","Facilities & Workplace","operations-reliability","L2","R2"
"facilities-and-workplace-operations-reliability-team-lead","Facilities & Workplace","operations-reliability","L3","R2"
"facilities-and-workplace-operations-reliability-department-lead","Facilities & Workplace","operations-reliability","L4","R3"
"facilities-and-workplace-operations-reliability-executive-coordinator","Facilities & Workplace","operations-reliability","L5","R3"
"facilities-and-workplace-verification-governance-utility-worker","Facilities & Workplace","verification-governance","L0","R1"
"facilities-and-workplace-verification-governance-specialist","Facilities & Workplace","verification-governance","L1","R1"
"facilities-and-workplace-verification-governance-senior-specialist","Facilities & Workplace","verification-governance","L2","R2"
"facilities-and-workplace-verification-governance-team-lead","Facilities & Workplace","verification-governance","L3","R2"
"facilities-and-workplace-verification-governance-department-lead","Facilities & Workplace","verification-governance","L4","R3"
"facilities-and-workplace-verification-governance-executive-coordinator","Facilities & Workplace","verification-governance","L5","R3"
"facilities-and-workplace-knowledge-coordination-utility-worker","Facilities & Workplace","knowledge-coordination","L0","R1"
"facilities-and-workplace-knowledge-coordination-specialist","Facilities & Workplace","knowledge-coordination","L1","R1"
"facilities-and-workplace-knowledge-coordination-senior-specialist","Facilities & Workplace","knowledge-coordination","L2","R2"
"facilities-and-workplace-knowledge-coordination-team-lead","Facilities & Workplace","knowledge-coordination","L3","R2"
"facilities-and-workplace-knowledge-coordination-department-lead","Facilities & Workplace","knowledge-coordination","L4","R3"
"facilities-and-workplace-knowledge-coordination-executive-coordinator","Facilities & Workplace","knowledge-coordination","L5","R3"
"supply-chain-and-logistics-strategy-planning-utility-worker","Supply Chain & Logistics","strategy-planning","L0","R1"
"supply-chain-and-logistics-strategy-planning-specialist","Supply Chain & Logistics","strategy-planning","L1","R1"
"supply-chain-and-logistics-strategy-planning-senior-specialist","Supply Chain & Logistics","strategy-planning","L2","R2"
"supply-chain-and-logistics-strategy-planning-team-lead","Supply Chain & Logistics","strategy-planning","L3","R2"
"supply-chain-and-logistics-strategy-planning-department-lead","Supply Chain & Logistics","strategy-planning","L4","R3"
"supply-chain-and-logistics-strategy-planning-executive-coordinator","Supply Chain & Logistics","strategy-planning","L5","R3"
"supply-chain-and-logistics-analysis-research-utility-worker","Supply Chain & Logistics","analysis-research","L0","R1"
"supply-chain-and-logistics-analysis-research-specialist","Supply Chain & Logistics","analysis-research","L1","R1"
"supply-chain-and-logistics-analysis-research-senior-specialist","Supply Chain & Logistics","analysis-research","L2","R2"
"supply-chain-and-logistics-analysis-research-team-lead","Supply Chain & Logistics","analysis-research","L3","R2"
"supply-chain-and-logistics-analysis-research-department-lead","Supply Chain & Logistics","analysis-research","L4","R3"
"supply-chain-and-logistics-analysis-research-executive-coordinator","Supply Chain & Logistics","analysis-research","L5","R3"
"supply-chain-and-logistics-implementation-delivery-utility-worker","Supply Chain & Logistics","implementation-delivery","L0","R1"
"supply-chain-and-logistics-implementation-delivery-specialist","Supply Chain & Logistics","implementation-delivery","L1","R1"
"supply-chain-and-logistics-implementation-delivery-senior-specialist","Supply Chain & Logistics","implementation-delivery","L2","R2"
"supply-chain-and-logistics-implementation-delivery-team-lead","Supply Chain & Logistics","implementation-delivery","L3","R2"
"supply-chain-and-logistics-implementation-delivery-department-lead","Supply Chain & Logistics","implementation-delivery","L4","R3"
"supply-chain-and-logistics-implementation-delivery-executive-coordinator","Supply Chain & Logistics","implementation-delivery","L5","R3"
"supply-chain-and-logistics-operations-reliability-utility-worker","Supply Chain & Logistics","operations-reliability","L0","R1"
"supply-chain-and-logistics-operations-reliability-specialist","Supply Chain & Logistics","operations-reliability","L1","R1"
"supply-chain-and-logistics-operations-reliability-senior-specialist","Supply Chain & Logistics","operations-reliability","L2","R2"
"supply-chain-and-logistics-operations-reliability-team-lead","Supply Chain & Logistics","operations-reliability","L3","R2"
"supply-chain-and-logistics-operations-reliability-department-lead","Supply Chain & Logistics","operations-reliability","L4","R3"
"supply-chain-and-logistics-operations-reliability-executive-coordinator","Supply Chain & Logistics","operations-reliability","L5","R3"
"supply-chain-and-logistics-verification-governance-utility-worker","Supply Chain & Logistics","verification-governance","L0","R1"
"supply-chain-and-logistics-verification-governance-specialist","Supply Chain & Logistics","verification-governance","L1","R1"
"supply-chain-and-logistics-verification-governance-senior-specialist","Supply Chain & Logistics","verification-governance","L2","R2"
"supply-chain-and-logistics-verification-governance-team-lead","Supply Chain & Logistics","verification-governance","L3","R2"
"supply-chain-and-logistics-verification-governance-department-lead","Supply Chain & Logistics","verification-governance","L4","R3"
"supply-chain-and-logistics-verification-governance-executive-coordinator","Supply Chain & Logistics","verification-governance","L5","R3"
"supply-chain-and-logistics-knowledge-coordination-utility-worker","Supply Chain & Logistics","knowledge-coordination","L0","R1"
"supply-chain-and-logistics-knowledge-coordination-specialist","Supply Chain & Logistics","knowledge-coordination","L1","R1"
"supply-chain-and-logistics-knowledge-coordination-senior-specialist","Supply Chain & Logistics","knowledge-coordination","L2","R2"
"supply-chain-and-logistics-knowledge-coordination-team-lead","Supply Chain & Logistics","knowledge-coordination","L3","R2"
"supply-chain-and-logistics-knowledge-coordination-department-lead","Supply Chain & Logistics","knowledge-coordination","L4","R3"
"supply-chain-and-logistics-knowledge-coordination-executive-coordinator","Supply Chain & Logistics","knowledge-coordination","L5","R3"
"manufacturing-and-production-strategy-planning-utility-worker","Manufacturing & Production","strategy-planning","L0","R1"
"manufacturing-and-production-strategy-planning-specialist","Manufacturing & Production","strategy-planning","L1","R1"
"manufacturing-and-production-strategy-planning-senior-specialist","Manufacturing & Production","strategy-planning","L2","R2"
"manufacturing-and-production-strategy-planning-team-lead","Manufacturing & Production","strategy-planning","L3","R2"
"manufacturing-and-production-strategy-planning-department-lead","Manufacturing & Production","strategy-planning","L4","R3"
"manufacturing-and-production-strategy-planning-executive-coordinator","Manufacturing & Production","strategy-planning","L5","R3"
"manufacturing-and-production-analysis-research-utility-worker","Manufacturing & Production","analysis-research","L0","R1"
"manufacturing-and-production-analysis-research-specialist","Manufacturing & Production","analysis-research","L1","R1"
"manufacturing-and-production-analysis-research-senior-specialist","Manufacturing & Production","analysis-research","L2","R2"
"manufacturing-and-production-analysis-research-team-lead","Manufacturing & Production","analysis-research","L3","R2"
"manufacturing-and-production-analysis-research-department-lead","Manufacturing & Production","analysis-research","L4","R3"
"manufacturing-and-production-analysis-research-executive-coordinator","Manufacturing & Production","analysis-research","L5","R3"
"manufacturing-and-production-implementation-delivery-utility-worker","Manufacturing & Production","implementation-delivery","L0","R1"
"manufacturing-and-production-implementation-delivery-specialist","Manufacturing & Production","implementation-delivery","L1","R1"
"manufacturing-and-production-implementation-delivery-senior-specialist","Manufacturing & Production","implementation-delivery","L2","R2"
"manufacturing-and-production-implementation-delivery-team-lead","Manufacturing & Production","implementation-delivery","L3","R2"
"manufacturing-and-production-implementation-delivery-department-lead","Manufacturing & Production","implementation-delivery","L4","R3"
"manufacturing-and-production-implementation-delivery-executive-coordinator","Manufacturing & Production","implementation-delivery","L5","R3"
"manufacturing-and-production-operations-reliability-utility-worker","Manufacturing & Production","operations-reliability","L0","R1"
"manufacturing-and-production-operations-reliability-specialist","Manufacturing & Production","operations-reliability","L1","R1"
"manufacturing-and-production-operations-reliability-senior-specialist","Manufacturing & Production","operations-reliability","L2","R2"
"manufacturing-and-production-operations-reliability-team-lead","Manufacturing & Production","operations-reliability","L3","R2"
"manufacturing-and-production-operations-reliability-department-lead","Manufacturing & Production","operations-reliability","L4","R3"
"manufacturing-and-production-operations-reliability-executive-coordinator","Manufacturing & Production","operations-reliability","L5","R3"
"manufacturing-and-production-verification-governance-utility-worker","Manufacturing & Production","verification-governance","L0","R1"
"manufacturing-and-production-verification-governance-specialist","Manufacturing & Production","verification-governance","L1","R1"
"manufacturing-and-production-verification-governance-senior-specialist","Manufacturing & Production","verification-governance","L2","R2"
"manufacturing-and-production-verification-governance-team-lead","Manufacturing & Production","verification-governance","L3","R2"
"manufacturing-and-production-verification-governance-department-lead","Manufacturing & Production","verification-governance","L4","R3"
"manufacturing-and-production-verification-governance-executive-coordinator","Manufacturing & Production","verification-governance","L5","R3"
"manufacturing-and-production-knowledge-coordination-utility-worker","Manufacturing & Production","knowledge-coordination","L0","R1"
"manufacturing-and-production-knowledge-coordination-specialist","Manufacturing & Production","knowledge-coordination","L1","R1"
"manufacturing-and-production-knowledge-coordination-senior-specialist","Manufacturing & Production","knowledge-coordination","L2","R2"
